number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_lambda,params_subsample,state
0,1.7355584562133245e-25,2026-02-23 03:29:37.071017,2026-02-23 03:29:37.290490,0 days 00:00:00.219473,0.6624074561769746,4.330880728874676,0.08960785365368121,8,2,600,0.01555019165426488,0.8394633936788146,COMPLETE
1,9.65822982834652e-05,2026-02-23 03:29:37.291190,2026-02-23 03:29:37.567884,0 days 00:00:00.276694,0.9329770563201687,0.9170225492671691,0.010636066512540286,6,3,800,0.039829941698924086,0.9879639408647978,COMPLETE
2,1.780208691570806e-07,2026-02-23 03:29:37.568602,2026-02-23 03:29:37.704925,0 days 00:00:00.136323,0.8447411578889518,1.8318092164684585,0.03647316284911211,5,2,400,0.09212515846231674,0.7164916560792167,COMPLETE
3,9.091256288229488e-06,2026-02-23 03:29:37.705657,2026-02-23 03:29:37.901062,0 days 00:00:00.195405,0.836965827544817,0.8526206184364576,0.018187859051288217,7,1,600,1.0128002032729382,0.8056937753654446,COMPLETE
4,4.774962951688906e-18,2026-02-23 03:29:37.901995,2026-02-23 03:29:37.984688,0 days 00:00:00.082693,0.7218455076693483,2.2007624686980067,0.18043311207136256,8,1,200,1.8141523033666782,0.9233589392465844,COMPLETE
5,0.05389116331934929,2026-02-23 03:29:37.985420,2026-02-23 03:29:38.050046,0 days 00:00:00.064626,0.7035119926400067,2.600340105889054,0.011085122517311707,5,7,200,0.10689751565977942,0.9637281608315128,COMPLETE
6,2.802596928649634e-45,2026-02-23 03:29:38.050750,2026-02-23 03:29:38.324693,0 days 00:00:00.273943,0.9757995766256756,4.609371175115584,0.18258230439200238,3,9,800,0.9412083349710854,0.9100531293444458,COMPLETE
7,0.056106943637132645,2026-02-23 03:29:38.325457,2026-02-23 03:29:38.399104,0 days 00:00:00.073647,0.7554709158757928,1.7837666334679465,0.011450964268326641,3,3,200,5.441108375656199,0.7301321323053057,COMPLETE
8,0.0012602730421349406,2026-02-23 03:29:38.399823,2026-02-23 03:29:38.537463,0 days 00:00:00.137640,0.6298202574719083,0.993578407670862,0.015252697030515175,5,10,400,3.5416296712651336,0.9208787923016158,COMPLETE
9,1.4865355169035865e-08,2026-02-23 03:29:38.538210,2026-02-23 03:29:38.629173,0 days 00:00:00.090963,0.9085081386743783,0.5793452976256486,0.08310795711416077,7,1,200,0.15251273957388442,0.8916028672163949,COMPLETE
10,2.802596928649634e-45,2026-02-23 03:29:38.629884,2026-02-23 03:29:39.051421,0 days 00:00:00.421537,0.9935496864584779,4.883839283223654,0.18255631599020622,2,10,1200,14.730992938434454,0.6071847502459279,COMPLETE
11,2.802596928649634e-45,2026-02-23 03:29:39.052237,2026-02-23 03:29:39.521201,0 days 00:00:00.468964,0.9895680834513327,4.842465731220766,0.19550037029615172,2,10,1200,18.046579829698008,0.6068744601075835,COMPLETE
12,7.006492321624085e-45,2026-02-23 03:29:39.521853,2026-02-23 03:29:39.933038,0 days 00:00:00.411185,0.9881259105415678,3.6854705866392585,0.10934484583037724,3,8,1200,19.349253952614315,0.6026268487517209,COMPLETE
13,1.8712082016708194e-23,2026-02-23 03:29:39.933706,2026-02-23 03:29:40.300562,0 days 00:00:00.366856,0.9113793190593593,3.521749297391282,0.05052823300457024,2,8,1000,0.38647453581697183,0.6908556046603515,COMPLETE
14,4.203895392974451e-45,2026-02-23 03:29:40.301321,2026-02-23 03:29:40.670408,0 days 00:00:00.369087,0.9488055775621085,4.980084946806068,0.1318695037306929,3,6,1000,0.7571991129478299,0.8578694741072344,COMPLETE
15,1.7841457256382835e-23,2026-02-23 03:29:40.671251,2026-02-23 03:29:41.154603,0 days 00:00:00.483352,0.86456910202957,3.8063771821061794,0.05333517422203261,4,9,1000,6.3149845377960965,0.7599922797534859,COMPLETE
16,4.203895392974451e-45,2026-02-23 03:29:41.155396,2026-02-23 03:29:41.454988,0 days 00:00:00.299592,0.9994781034279444,3.197342331354389,0.14848726044262373,2,6,800,0.48202616103933044,0.6667858021130857,COMPLETE
17,6.682396975006457e-16,2026-02-23 03:29:41.455852,2026-02-23 03:29:41.969144,0 days 00:00:00.513292,0.7843200498072376,4.325666685829766,0.028637052414591593,4,9,1200,2.0234792110239876,0.8064114554738083,COMPLETE
18,1.79176785747671e-23,2026-02-23 03:29:41.970013,2026-02-23 03:29:42.246383,0 days 00:00:00.276370,0.8738984014847606,4.301103116736417,0.06817427011863085,4,10,800,9.712041073952607,0.7658814392851243,COMPLETE
19,4.203895392974451e-45,2026-02-23 03:29:42.247132,2026-02-23 03:29:42.624755,0 days 00:00:00.377623,0.9527437786203036,2.95990717809143,0.13044297754628775,3,5,1000,0.24464553986659787,0.6574298091639925,COMPLETE
20,2.777691962333178e-28,2026-02-23 03:29:42.625515,2026-02-23 03:29:42.839909,0 days 00:00:00.214394,0.8877756050211979,4.6791212651232215,0.10123406702511699,2,8,600,2.3691910944699592,0.869338681861774,COMPLETE
21,2.802596928649634e-45,2026-02-23 03:29:42.840627,2026-02-23 03:29:43.301434,0 days 00:00:00.460807,0.970978725245337,4.952746230758641,0.17465089390170005,2,10,1200,19.87760322639798,0.6152962138488114,COMPLETE
22,2.802596928649634e-45,2026-02-23 03:29:43.302269,2026-02-23 03:29:43.748849,0 days 00:00:00.446580,0.9944206914889636,3.993981689650612,0.1963447414212271,2,9,1200,9.595090415385382,0.6334671577529255,COMPLETE
23,4.203895392974451e-45,2026-02-23 03:29:43.755880,2026-02-23 03:29:44.392657,0 days 00:00:00.636777,0.9326195540080797,4.6910405562519815,0.14512865612878173,3,10,1000,10.214684951103907,0.6472429793048795,COMPLETE
24,4.31027692771152e-38,2026-02-23 03:29:44.393440,2026-02-23 03:29:44.817594,0 days 00:00:00.424154,0.9642166711708798,4.142561467430902,0.0717563279098775,4,9,1200,3.864744739861252,0.6026466647672545,COMPLETE
